simulator,type,nbF,execCost,lat,flowS,start,end,seed,src,dst
ns3,net,10,500,0ms,6250000.0,15.0049,18.6021,1,src,dst
ns3,net,10,500,0ms,6250000.0,15.0124,18.6601,1,src,dst
ns3,net,10,500,0ms,6250000.0,15.0035,17.0028,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0192,78.6629,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0214,21.7865,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0203,78.6867,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.018,28.0463,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0248,20.9197,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0054,17.7806,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.005,23.2321,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0013,25.0614,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0251,16.0143,2,src,dst
ns3,net,10,500,0ms,6250000.0,15.0138,17.5241,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0142,16.4149,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0012,22.1771,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0107,17.8218,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0161,17.3086,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0095,24.1183,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0026,19.759,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0128,25.423,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0069,19.4464,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0044,17.6721,3,src,dst
ns3,net,10,500,0ms,6250000.0,15.0019,24.2429,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0032,18.9464,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0305,21.9644,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.033,16.6221,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0664,17.5747,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0308,16.6009,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0286,16.9557,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0133,16.0014,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0274,24.7286,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0137,17.693,4,src,dst
ns3,net,10,500,0ms,6250000.0,15.0065,17.0214,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0039,25.3414,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0109,21.9296,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.005,21.0344,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.007,18.5906,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0362,23.9752,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0133,15.8537,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0145,15.5237,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0022,15.0022,5,src,dst
ns3,net,10,500,0ms,6250000.0,15.0208,16.0243,5,src,dst
